CustomerKey,CustomerName,Country,State,City,Gender,MaritalStatus,YearlyIncome,Occupation,DateFirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,SegmentOrder,Segment
26335,April Pal,United States,California,Burbank,Female,Married,80000,Skilled Manual,2007-10-14,292,1,89.46000000000001,1,3,2,132,8,Hibernating customers
26336,Noah Brown,United States,California,Downey,Male,Married,60000,Professional,2008-07-20,12,1,27.279999999999998,5,3,1,531,3,Potential Loyalist
26337,Jennifer Gonzalez,United States,Washington,Bremerton,Female,Married,60000,Professional,2007-10-27,279,1,29.979999999999997,2,3,1,231,8,Hibernating customers
26338,Anna Coleman,United States,California,Oakland,Female,Married,70000,Professional,2006-10-13,154,2,4468.1582,3,5,5,355,2,Loyal
26339,Cindy James,United States,Washington,Walla Walla,Female,Single,70000,Professional,2006-10-19,179,2,4455.489600000001,3,5,5,355,2,Loyal
26340,Melissa Morris,United States,Washington,Olympia,Female,Married,70000,Professional,2007-08-26,341,1,64.97,1,3,2,132,8,Hibernating customers
26341,Olivia Taylor,United States,Washington,Port Orchard,Female,Married,70000,Professional,2007-12-15,230,1,24.99,2,3,1,231,8,Hibernating customers
26342,Eduardo Griffin,United States,California,National City,Male,Single,80000,Professional,2006-10-18,178,2,4489.4696,3,5,5,355,2,Loyal
26343,Mariah Washington,United States,Washington,Spokane,Female,Single,40000,Professional,2006-10-06,284,2,2800.4382,2,5,4,254,10,At Risk
26344,Natalie Hughes,United States,California,Los Angeles,Female,Single,50000,Skilled Manual,2006-10-22,290,2,2791.4482,1,5,4,154,11,Cannot Lose Them
26345,Connor Baker,United States,California,Newport Beach,Male,Married,50000,Skilled Manual,2008-02-09,174,1,49.48,3,3,2,332,8,Hibernating customers
26346,Emmanuel Suri,United States,California,Beverly Hills,Male,Married,50000,Skilled Manual,2007-12-25,220,1,64.97,2,3,2,232,8,Hibernating customers
26347,Alvin Raji,United States,Washington,Bremerton,Male,Married,50000,Skilled Manual,2008-04-24,99,1,24.99,4,3,1,431,3,Potential Loyalist
26348,Logan Moore,Canada,British Columbia,Metchosin,Male,Married,50000,Skilled Manual,2007-08-12,355,1,89.97,1,3,2,132,8,Hibernating customers
26349,Adam Lopez,United States,Washington,Spokane,Male,Single,60000,Professional,2007-10-04,302,1,27.279999999999998,1,3,1,131,11,Lost customers
26350,Gabrielle King,Canada,British Columbia,N. Vancouver,Female,Married,60000,Professional,2007-11-28,247,1,4.99,2,3,1,231,8,Hibernating customers
26351,Emma Moore,United States,California,Oakland,Female,Single,60000,Professional,2006-10-25,293,2,2800.4382,1,5,4,154,11,Cannot Lose Them
26352,Cynthia Fernandez,Germany,Brandenburg,Eilenburg,Female,Single,40000,Clerical,2008-04-03,120,1,1763.97,4,3,4,434,9,Need Attention
26353,Holly Malhotra,Germany,Bayern,Frankfurt,Female,Single,40000,Clerical,2008-05-07,86,1,1773.95,4,3,4,434,9,Need Attention
26354,Nelson Serrano,Germany,Hamburg,München,Male,Single,40000,Clerical,2008-05-27,66,1,1750.98,5,3,4,534,9,Need Attention
26355,Darren Madan,France,Essonne,Les Ulis,Male,Married,20000,Manual,2008-06-06,56,1,62.980000000000004,5,3,2,532,3,Potential Loyalist
26356,Timothy Howard,United Kingdom,England,York,Male,Married,10000,Manual,2007-11-24,251,1,574.98,2,3,3,233,8,Hibernating customers
26357,Sergio Gonzalez,France,Seine (Paris),Paris,Male,Single,10000,Manual,2007-10-30,276,1,777.34,2,3,3,233,8,Hibernating customers
26358,Mason Gonzalez,Germany,Nordrhein-Westfalen,Paderborn,Male,Single,20000,Manual,2007-11-16,259,1,23.779999999999998,2,3,1,231,8,Hibernating customers
26359,George Raman,United Kingdom,England,Runcorn,Male,Married,30000,Clerical,2007-11-21,254,1,600.46,2,3,3,233,8,Hibernating customers
26360,Max Blanco,United Kingdom,England,Berkshire,Male,Married,30000,Clerical,2007-11-21,254,1,539.99,2,3,3,233,8,Hibernating customers
26361,Ebony Suarez,United Kingdom,England,London,Female,Married,10000,Manual,2008-07-30,2,1,53.980000000000004,5,3,2,532,3,Potential Loyalist
26362,Joy Torres,Germany,Saarland,Neunkirchen,Female,Married,20000,Manual,2008-04-18,105,1,2420.34,4,3,4,434,9,Need Attention
26363,Larry Jimenez,Germany,Brandenburg,Eilenburg,Male,Married,40000,Clerical,2008-05-21,72,1,1744.97,5,3,4,534,9,Need Attention
26364,Gabriella Hill,United Kingdom,England,Peterborough,Female,Single,10000,Manual,2008-02-10,173,1,38.980000000000004,3,3,1,331,6,About To Sleep
26365,Phillip Fernandez,France,Loiret,Orleans,Male,Married,30000,Skilled Manual,2007-09-01,335,1,62.980000000000004,1,3,2,132,8,Hibernating customers
26366,Johnathan Schmidt,Germany,Hessen,Berlin,Male,Married,30000,Skilled Manual,2008-05-08,85,1,49.97,4,3,2,432,3,Potential Loyalist
26367,Omar Shan,France,Seine (Paris),Paris,Male,Married,30000,Skilled Manual,2007-12-25,220,1,78.48,2,3,2,232,8,Hibernating customers
26368,Bharat Mirchandani,France,Seine Saint Denis,Bobigny,Male,Single,10000,Manual,2008-04-11,112,1,53.99,4,3,2,432,3,Potential Loyalist
26369,Kate Nath,France,Hauts de Seine,Sèvres,Female,Married,20000,Manual,2008-07-29,3,1,53.99,5,3,2,532,3,Potential Loyalist
26370,Maria Bryant,Germany,Nordrhein-Westfalen,Bottrop,Female,Married,20000,Manual,2008-02-24,159,1,23.779999999999998,3,3,1,331,6,About To Sleep
26371,Cassandra Garcia,France,Seine Saint Denis,Saint-Denis,Female,Married,30000,Skilled Manual,2008-07-27,5,1,33.98,5,3,1,531,3,Potential Loyalist
26372,Marie Browning,United Kingdom,England,W. York,Female,Married,10000,Manual,2007-11-14,261,1,548.98,2,3,3,233,8,Hibernating customers
26373,Mariah Reed,Canada,British Columbia,Oak Bay,Female,Married,70000,Skilled Manual,2006-10-22,174,2,1565.9075,3,5,4,354,2,Loyal
26374,Bradley Pal,Australia,Victoria,Melton,Male,Single,130000,Management,2008-07-23,9,1,123.97999999999999,5,3,3,533,3,Potential Loyalist
26375,Shannon Ortega,Australia,Victoria,Bendigo,Male,Single,130000,Management,2006-10-06,71,2,1971.45,5,5,4,554,1,Champions
26376,Anthony Martinez,United States,California,National City,Male,Married,70000,Professional,2008-04-20,103,1,121.93,4,3,3,433,3,Potential Loyalist
26377,Isabelle Foster,Canada,British Columbia,Cliffside,Female,Single,70000,Professional,2008-06-03,59,1,39.980000000000004,5,3,1,531,3,Potential Loyalist
26378,Colin Raje,Germany,Hamburg,Paderborn,Male,Married,130000,Management,2008-04-23,100,1,60.470000000000006,4,3,2,432,3,Potential Loyalist
26379,Cindy Rodriguez,United Kingdom,England,Leeds,Female,Single,130000,Professional,2008-01-18,196,1,1783.96,3,3,4,334,9,Need Attention
26380,Ricardo Luo,France,Val d'Oise,Cergy,Male,Married,100000,Professional,2008-01-30,184,1,33.98,3,3,1,331,6,About To Sleep
26381,Shannon Romero,Germany,Hessen,Frankfurt,Male,Married,130000,Professional,2007-07-24,374,1,2520.83,1,3,4,134,10,At Risk
26382,Dale Xu,Germany,Hamburg,Frankfurt am Main,Male,Single,130000,Professional,2007-07-30,368,1,2443.35,1,3,4,134,10,At Risk
26383,Ronnie Hu,France,Seine (Paris),Paris,Male,Single,110000,Professional,2008-02-05,178,1,33.98,3,3,1,331,6,About To Sleep
26384,Jon Zhu,France,Seine (Paris),Paris,Male,Married,110000,Professional,2008-03-18,136,1,33.98,3,3,1,331,6,About To Sleep
26385,Javier Muñoz,Germany,Brandenburg,Eilenburg,Male,Single,120000,Professional,2008-05-28,65,1,23.779999999999998,5,3,1,531,3,Potential Loyalist
26386,Kelli Zhao,United Kingdom,England,Newcastle upon Tyne,Female,Single,160000,Professional,2008-02-24,159,1,1775.47,3,3,4,334,9,Need Attention
26387,Dalton Roberts,United Kingdom,England,Watford,Male,Single,170000,Professional,2008-05-21,72,1,4.99,5,3,1,531,3,Potential Loyalist
26388,Wayne Jai,France,Val d'Oise,Cergy,Male,Married,90000,Professional,2008-06-10,52,1,2354.9799999999996,5,3,4,534,9,Need Attention
26389,Candice Zhou,France,Seine (Paris),Paris,Female,Married,100000,Professional,2007-10-29,277,1,36.27,2,3,1,231,8,Hibernating customers
26390,Ivan Mehta,United Kingdom,England,London,Male,Married,150000,Professional,2008-02-05,178,1,1725.98,3,3,4,334,9,Need Attention
26391,Dominique Arun,France,Essonne,Les Ulis,Female,Single,70000,Professional,2007-11-28,247,1,68.97,2,3,2,232,8,Hibernating customers
26392,Kelli Rai,Germany,Hessen,München,Female,Single,100000,Management,2007-10-11,295,1,60.470000000000006,1,3,2,132,8,Hibernating customers
26393,Donald Raman,Germany,Nordrhein-Westfalen,Paderborn,Male,Single,110000,Management,2007-12-15,230,1,21.49,2,3,1,231,8,Hibernating customers
26394,Martha Sun,France,Hauts de Seine,Paris La Defense,Female,Married,70000,Professional,2008-04-09,114,1,33.98,4,3,1,431,3,Potential Loyalist
26395,Daisy Gill,Germany,Saarland,Poing,Female,Single,90000,Professional,2007-08-15,352,1,25.479999999999997,1,3,1,131,11,Lost customers
26396,Terry Black,Germany,Saarland,Stuttgart,Male,Married,100000,Management,2008-07-19,13,1,118.96000000000001,5,3,3,533,3,Potential Loyalist
26397,Micheal Travers,United Kingdom,England,Oxford,Male,Single,130000,Professional,2008-05-11,82,1,39.980000000000004,4,3,1,431,3,Potential Loyalist
26398,Ian Watson,United Kingdom,England,York,Male,Married,170000,Management,2008-03-02,152,1,1758.95,3,3,4,334,9,Need Attention
26399,Erick Gonzalez,Germany,Saarland,Saarlouis,Male,Married,120000,Management,2007-08-31,336,1,2543.44,1,3,4,134,10,At Risk
26400,Jade James,United Kingdom,England,Esher-Molesey,Female,Married,80000,Professional,2007-09-08,328,1,132.98,1,3,3,133,10,At Risk
26401,Natalie Butler,United Kingdom,England,Esher-Molesey,Female,Married,130000,Professional,2007-08-16,351,1,38.980000000000004,1,3,1,131,11,Lost customers
26402,Jamie Wagner,France,Nord,Dunkerque,Female,Single,100000,Management,2007-12-19,226,1,28.99,2,3,1,231,8,Hibernating customers
26403,Philip Navarro,Germany,Nordrhein-Westfalen,Leipzig,Male,Married,110000,Professional,2008-03-09,145,1,41.93,3,3,2,332,8,Hibernating customers
26404,Trisha Wu,United Kingdom,England,W. York,Female,Married,170000,Management,2008-06-24,38,1,1775.47,5,3,4,534,9,Need Attention
26405,Naomi Blanco,France,Seine (Paris),Paris,Female,Married,80000,Professional,2008-03-15,139,1,36.269999999999996,3,3,1,331,6,About To Sleep
26406,Haley Lopez,France,Nord,Roubaix,Female,Married,80000,Professional,2008-06-19,43,1,2334.4599999999996,5,3,4,534,9,Need Attention
26407,Ashley Davis,United Kingdom,England,Bury,Female,Single,120000,Professional,2007-09-03,333,1,126.28,1,3,3,133,10,At Risk
26408,Martha Huang,United Kingdom,England,London,Female,Single,130000,Professional,2008-02-29,154,1,38.980000000000004,3,3,1,331,6,About To Sleep
26409,Christy Goel,United Kingdom,England,Maidenhead,Female,Single,130000,Professional,2007-09-15,321,1,67.49,1,3,2,132,8,Hibernating customers
26410,Franklin Goel,France,Yveline,Saint Germain en Laye,Male,Single,90000,Management,2008-01-12,202,1,28.99,3,3,1,331,6,About To Sleep
26411,Mario Xu,United Kingdom,England,Birmingham,Male,Single,110000,Management,2007-09-02,334,1,58.980000000000004,1,3,2,132,8,Hibernating customers
26412,Kate Chande,France,Essonne,Les Ulis,Female,Married,80000,Management,2008-04-24,99,1,55.91,4,3,2,432,3,Potential Loyalist
26413,Rebekah Romero,France,Somme,Saint Ouen,Female,Married,80000,Management,2008-04-24,99,1,58.47,4,3,2,432,3,Potential Loyalist
26414,George Patel,Germany,Nordrhein-Westfalen,München,Male,Married,120000,Management,2007-08-10,357,1,58.47,1,3,2,132,8,Hibernating customers
26415,Latoya Lal,Germany,Hessen,Hamburg,Female,Married,90000,Skilled Manual,2008-07-22,10,1,68.97,5,3,2,532,3,Potential Loyalist
26416,Amy Zhao,United Kingdom,England,London,Female,Married,130000,Management,2008-01-10,204,1,88.97,3,3,2,332,8,Hibernating customers
26417,Dustin Rai,United Kingdom,England,Oxford,Male,Single,130000,Management,2007-12-05,240,1,6.28,2,3,1,231,8,Hibernating customers
26418,Rafael Chande,France,Seine (Paris),Paris,Male,Single,90000,Skilled Manual,2008-01-08,206,1,36.269999999999996,3,3,1,331,6,About To Sleep
26419,Geoffrey Suri,Germany,Saarland,Berlin,Male,Married,100000,Management,2007-12-26,219,1,33.98,2,3,1,231,8,Hibernating customers
26420,Bob Kapoor,Germany,Saarland,Stuttgart,Male,Single,110000,Professional,2007-08-11,356,1,2443.35,1,3,4,134,10,At Risk
26421,Allison Peterson,Australia,Queensland,Caloundra,Female,Single,60000,Professional,2008-04-25,98,1,60.47,4,3,2,432,3,Potential Loyalist
26422,Pedro Suri,Australia,Victoria,Warrnambool,Male,Single,70000,Professional,2006-11-18,70,2,1980.96,5,5,4,554,1,Champions
26423,Hector Gutierrez,Australia,Victoria,Cranbourne,Male,Single,70000,Professional,2006-11-24,81,2,2001.97,4,5,4,454,1,Champions
26424,Kayla White,Australia,Victoria,Cranbourne,Female,Single,60000,Professional,2007-09-04,332,1,79.47,1,3,2,132,8,Hibernating customers
26425,Janelle Malhotra,Australia,New South Wales,Lane Cove,Female,Single,70000,Professional,2008-03-02,152,1,69.99,3,3,2,332,8,Hibernating customers
26426,Heidi Malhotra,Australia,South Australia,Cloverdale,Female,Single,70000,Professional,2008-06-07,55,1,69.99,5,3,2,532,3,Potential Loyalist
26427,Alicia Xie,Australia,Victoria,Seaford,Female,Single,70000,Professional,2008-05-23,70,1,123.97999999999999,5,3,3,533,3,Potential Loyalist
26428,Colin Ma,Australia,Victoria,Cranbourne,Male,Married,70000,Professional,2008-03-19,135,1,69.99,3,3,2,332,8,Hibernating customers
26429,Reginald Ortega,Australia,South Australia,Cloverdale,Male,Single,80000,Professional,2006-11-29,89,2,1938.47,4,5,4,454,1,Champions
26430,Paula Sanz,Australia,South Australia,Perth,Female,Single,70000,Professional,2008-03-25,129,1,69.99,4,3,2,432,3,Potential Loyalist
26431,Shaun Rai,Australia,New South Wales,Lane Cove,Male,Single,60000,Professional,2008-06-17,45,1,23.779999999999998,5,3,1,531,3,Potential Loyalist
26432,Isabel Simmons,Australia,Queensland,Hervey Bay,Female,Married,80000,Professional,2007-10-28,278,1,123.97999999999999,2,3,3,233,8,Hibernating customers
26433,Nelson Rubio,Australia,New South Wales,Silverwater,Male,Married,90000,Professional,2006-11-11,92,2,1903.48,4,5,4,454,1,Champions
26434,Mallory Romero,Australia,New South Wales,Sydney,Female,Single,90000,Professional,2007-12-23,222,1,69.99,2,3,2,232,8,Hibernating customers
26435,Yolanda Goel,Australia,Victoria,Bendigo,Female,Married,90000,Professional,2006-11-27,66,2,1957.47,5,5,4,554,1,Champions
26436,Briana Carlson,Australia,Victoria,Bendigo,Female,Single,110000,Management,2006-11-06,79,2,1957.47,4,5,4,454,1,Champions
26437,Tiffany Zhu,Australia,Queensland,Rockhampton,Female,Single,110000,Management,2006-11-27,62,2,1953.47,5,5,4,554,1,Champions
26438,Alisha Shen,Australia,New South Wales,Malabar,Female,Married,130000,Management,2006-11-12,84,2,1938.47,4,5,4,454,1,Champions
26439,Isaac Morris,Australia,Queensland,Caloundra,Male,Single,100000,Management,2006-11-05,91,2,1938.47,4,5,4,454,1,Champions
26440,Devin Green,Australia,Victoria,Melbourne,Male,Single,100000,Management,2006-11-18,70,2,1957.47,5,5,4,554,1,Champions
26441,Randy Lu,Australia,Queensland,Rockhampton,Male,Married,80000,Professional,2008-06-24,38,1,78.97999999999999,5,3,2,532,3,Potential Loyalist
26442,Barbara Huang,Australia,New South Wales,Matraville,Female,Single,120000,Professional,2006-11-05,90,2,1919.75,4,5,4,454,1,Champions
26443,Kathryn She,Australia,Queensland,Townsville,Female,Married,100000,Management,2006-11-17,73,2,1938.47,5,5,4,554,1,Champions
26444,Pamela Lopez,Australia,New South Wales,North Ryde,Female,Single,100000,Professional,2006-11-23,90,2,1938.71,4,5,4,454,1,Champions
26445,Aidan Foster,Australia,Queensland,Caloundra,Male,Single,110000,Management,2006-11-20,65,2,1938.47,5,5,4,554,1,Champions
26446,Jamie Muñoz,Australia,New South Wales,Milsons Point,Male,Single,130000,Management,2008-07-27,5,1,78.97999999999999,5,3,2,532,3,Potential Loyalist
26447,Noah Russell,Australia,Queensland,Rockhampton,Male,Single,110000,Management,2006-12-07,34,2,1938.47,5,5,4,554,1,Champions
26448,Kara Yuan,United States,Washington,Bremerton,Female,Married,30000,Professional,2008-02-27,156,1,21.49,3,3,1,331,6,About To Sleep
26449,Jared Gray,Canada,British Columbia,Port Hammond,Male,Married,30000,Professional,2007-09-28,308,1,4.99,1,3,1,131,11,Lost customers
26450,Lauren Ramirez,United States,Oregon,Salem,Female,Single,30000,Professional,2008-04-17,106,1,30.479999999999997,4,3,1,431,3,Potential Loyalist
26451,Mariah Perry,United States,Washington,Spokane,Female,Married,40000,Professional,2008-01-16,198,1,27.279999999999998,3,3,1,331,6,About To Sleep
26452,James Martinez,United States,California,West Covina,Male,Single,50000,Management,2007-10-13,293,1,59.980000000000004,1,3,2,132,8,Hibernating customers
26453,Cole Peterson,United States,Oregon,Oregon City,Male,Single,50000,Management,2008-04-10,113,1,53.95,4,3,2,432,3,Potential Loyalist
26454,Sebastian Cox,United States,Washington,Redmond,Male,Married,50000,Management,2008-01-28,186,1,27.279999999999998,3,3,1,331,6,About To Sleep
26455,Samuel Carter,United States,Washington,Kirkland,Male,Married,60000,Management,2007-11-29,246,1,29.979999999999997,2,3,1,231,8,Hibernating customers
26456,Xavier Peterson,Canada,British Columbia,Port Hammond,Male,Single,60000,Management,2008-05-23,70,1,39.980000000000004,5,3,1,531,3,Potential Loyalist
26457,Sydney Moore,United States,Oregon,Woodburn,Female,Single,60000,Management,2007-09-12,324,1,89.46000000000001,1,3,2,132,8,Hibernating customers
26458,Ryan Moore,United States,California,Daly City,Male,Married,60000,Management,2007-12-09,236,1,32.27,2,3,1,231,8,Hibernating customers
26459,Angelica Hayes,United States,Washington,Port Orchard,Female,Single,60000,Management,2008-02-27,156,1,64.97,3,3,2,332,8,Hibernating customers
26460,Gabriella Cook,United States,Oregon,W. Linn,Female,Married,60000,Management,2008-07-19,13,1,24.99,5,3,1,531,3,Potential Loyalist
26461,Brooke Howard,Canada,British Columbia,Oak Bay,Female,Single,60000,Management,2008-07-03,29,1,58.980000000000004,5,3,2,532,3,Potential Loyalist
26462,Lauren Kelly,United States,Washington,Bellingham,Female,Single,60000,Management,2008-03-18,136,1,27.279999999999998,3,3,1,331,6,About To Sleep
26463,Alexa Rogers,United States,Washington,Bellingham,Female,Single,60000,Management,2008-03-29,125,1,27.279999999999998,4,3,1,431,3,Potential Loyalist
26464,Alexandria Griffin,United States,Washington,Olympia,Female,Single,40000,Professional,2008-04-30,93,1,59.980000000000004,4,3,2,432,3,Potential Loyalist
26465,Andrea Evans,United States,California,Lincoln Acres,Female,Single,50000,Management,2007-09-15,321,1,27.279999999999998,1,3,1,131,11,Lost customers
26466,Kevin Turner,United States,Oregon,Beaverton,Male,Single,50000,Management,2007-12-05,240,1,24.99,2,3,1,231,8,Hibernating customers
26467,Nicole Brooks,United States,California,Mill Valley,Female,Single,50000,Management,2008-06-03,59,1,32.27,5,3,1,531,3,Potential Loyalist
26468,Alyssa Brown,United States,California,Newport Beach,Female,Married,50000,Management,2007-08-12,355,1,27.279999999999998,1,3,1,131,11,Lost customers
26469,Joy Alvarez,United States,California,Berkeley,Female,Single,50000,Management,2007-09-06,330,1,64.97,1,3,2,132,8,Hibernating customers
26470,Marcus Cooper,United States,California,Mill Valley,Male,Married,50000,Management,2007-09-16,320,1,35.23,1,3,1,131,11,Lost customers
26471,Edward Perez,United States,California,San Carlos,Male,Married,50000,Management,2008-02-29,154,1,24.99,3,3,1,331,6,About To Sleep
26472,David Hughes,United States,California,Spring Valley,Male,Single,50000,Management,2007-09-21,315,1,114.96000000000001,1,3,3,133,10,At Risk
26473,Anna Wood,United States,Oregon,Salem,Female,Single,50000,Management,2008-02-06,177,1,89.46000000000001,3,3,2,332,8,Hibernating customers
26474,Mackenzie Morris,Canada,British Columbia,Port Hammond,Female,Single,60000,Management,2008-01-26,188,1,13.98,3,3,1,331,6,About To Sleep
26475,Isabella Gonzalez,United States,California,Newport Beach,Female,Single,30000,Professional,2007-12-19,226,1,30.479999999999997,2,3,1,231,8,Hibernating customers
26476,Jordan Jai,United States,California,Downey,Male,Married,30000,Clerical,2008-02-08,175,1,30.479999999999997,3,3,1,331,6,About To Sleep
26477,Joel Rana,United States,California,Burlingame,Male,Single,40000,Professional,2008-04-10,113,1,49.48,4,3,2,432,3,Potential Loyalist
26478,Sara Collins,United States,California,Daly City,Female,Single,40000,Professional,2008-01-18,196,1,49.48,3,3,2,332,8,Hibernating customers
26479,Katherine Cook,United States,California,Colma,Female,Single,40000,Professional,2008-04-09,114,1,32.269999999999996,4,3,1,431,3,Potential Loyalist
26480,Jacqueline Patterson,United States,California,Novato,Female,Single,20000,Clerical,2007-08-17,350,1,23.779999999999998,1,3,1,131,11,Lost customers
26481,Luke Young,United States,California,La Jolla,Male,Married,30000,Skilled Manual,2006-10-21,650,1,2071.4196,1,3,4,134,10,At Risk
26482,Sydney Hill,Canada,British Columbia,Royal Oak,Female,Married,30000,Skilled Manual,2006-11-21,619,1,1000.4375,1,3,3,133,10,At Risk
26483,Taylor Ward,United States,California,Downey,Female,Single,30000,Skilled Manual,2008-01-23,191,1,25.479999999999997,3,3,1,331,6,About To Sleep
26484,Fernando Patterson,United States,California,Bellflower,Male,Single,40000,Professional,2006-10-30,288,2,2813.7696,2,5,4,254,10,At Risk
26485,Jason Bryant,United States,Washington,Renton,Male,Married,40000,Professional,2006-10-03,288,2,2813.7696,2,5,4,254,10,At Risk
26486,Andrea Cook,United States,California,Los Angeles,Female,Married,40000,Professional,2006-10-26,287,2,2800.4382,2,5,4,254,10,At Risk
26487,Vincent Ma,United States,Oregon,Beaverton,Male,Single,70000,Management,2006-10-18,177,2,4456.1382,3,5,5,355,2,Loyal
26488,Julia Rodriguez,Canada,British Columbia,Cliffside,Female,Married,40000,Professional,2007-08-27,340,1,4.99,1,3,1,131,11,Lost customers
26489,Jordan Collins,United States,California,Beverly Hills,Male,Single,70000,Management,2007-08-06,361,1,24.99,1,3,1,131,11,Lost customers
26490,Antonio Simmons,United States,California,Woodland Hills,Male,Single,70000,Management,2006-10-16,175,2,4468.1582,3,5,5,355,2,Loyal
26491,Riley Sanchez,United States,Washington,Bellingham,Female,Single,70000,Management,2006-11-10,160,2,4469.4382000000005,3,5,5,355,2,Loyal
26492,Ryan Rodriguez,United States,California,Colma,Male,Married,70000,Management,2007-10-25,281,1,29.979999999999997,2,3,1,231,8,Hibernating customers
26493,Lawrence Ramos,United States,Washington,Bellingham,Male,Married,70000,Management,2007-08-21,346,1,64.97,1,3,2,132,8,Hibernating customers
26494,Nicholas White,United States,California,Coronado,Male,Married,70000,Professional,2008-04-07,116,1,27.279999999999998,4,3,1,431,3,Potential Loyalist
26495,Allison Baker,Canada,British Columbia,Cliffside,Female,Single,40000,Professional,2008-03-18,136,1,58.980000000000004,3,3,2,332,8,Hibernating customers
26496,Cassidy Griffin,Canada,British Columbia,Westminster,Female,Married,40000,Professional,2006-11-27,613,1,1000.4375,1,3,3,133,10,At Risk
26497,Karen Sanchez,United States,Washington,Issaquah,Female,Married,60000,Professional,2008-04-02,121,1,64.97,4,3,2,432,3,Potential Loyalist
26498,Ethan Hayes,United States,Washington,Renton,Male,Married,60000,Professional,2007-12-20,225,1,89.46,2,3,2,232,8,Hibernating customers
26499,Renee Ruiz,United States,California,Bellflower,Female,Married,60000,Professional,2006-11-18,272,2,2848.7596000000003,2,5,4,254,10,At Risk
26500,Billy Ruiz,United States,California,Beverly Hills,Male,Married,60000,Professional,2008-03-10,144,1,24.99,3,3,1,331,6,About To Sleep
26501,Allison Parker,United States,California,Colma,Female,Single,60000,Professional,2008-04-06,117,1,49.48,4,3,2,432,3,Potential Loyalist
26502,Taylor Brown,United States,California,Concord,Female,Single,60000,Professional,2008-03-07,147,1,27.279999999999998,3,3,1,331,6,About To Sleep
26503,Jeremiah Townsend,Canada,British Columbia,Newton,Male,Married,40000,Skilled Manual,2006-12-05,605,1,1000.4375,1,3,3,133,10,At Risk
26504,Jennifer Robinson,Canada,British Columbia,Royal Oak,Female,Married,40000,Skilled Manual,2006-12-16,594,1,1000.4375,1,3,3,133,10,At Risk
26505,Jennifer Wright,Canada,British Columbia,Royal Oak,Female,Married,40000,Skilled Manual,2007-08-08,359,1,59.980000000000004,1,3,2,132,8,Hibernating customers
26506,Ruth Srini,United States,Washington,Ballard,Female,Single,60000,Professional,2007-08-27,340,1,64.97,1,3,2,132,8,Hibernating customers
26507,Abhijit Thakur,United States,Washington,Burien,Female,Married,60000,Professional,2007-12-04,241,1,27.279999999999998,2,3,1,231,8,Hibernating customers
26508,Marcus Ross,United States,Washington,Issaquah,Male,Married,60000,Professional,2007-11-11,264,1,49.48,2,3,2,232,8,Hibernating customers
26509,Seth Taylor,United States,Washington,Tacoma,Male,Single,60000,Professional,2006-11-20,248,2,2800.4382,2,5,4,254,10,At Risk
26510,Jack Scott,United States,California,Lemon Grove,Male,Single,60000,Professional,2006-11-24,245,2,2813.7696,2,5,4,254,10,At Risk
26511,Charles Weisman,United States,California,Woodland Hills,Male,Married,70000,Professional,2006-11-22,154,2,4464.479600000001,3,5,5,355,2,Loyal
26512,Christina Cooper,Canada,British Columbia,Langley,Female,Married,40000,Skilled Manual,2006-12-08,602,1,1000.4375,1,3,3,133,10,At Risk
26513,Stacy Moreno,United States,Washington,Bellingham,Female,Single,60000,Professional,2006-11-03,220,2,2848.7596000000003,2,5,4,254,10,At Risk
26514,Cameron Powell,United States,California,Grossmont,Male,Married,70000,Professional,2007-12-19,226,1,29.979999999999997,2,3,1,231,8,Hibernating customers
26515,Zoe Watson,United States,California,Grossmont,Female,Married,70000,Professional,2008-02-22,161,1,89.46,3,3,2,332,8,Hibernating customers
26516,Jill Perry,United States,California,Imperial Beach,Female,Married,70000,Professional,2008-01-14,200,1,32.269999999999996,3,3,1,331,6,About To Sleep
26517,Melanie Griffin,United States,California,Imperial Beach,Female,Married,70000,Professional,2007-09-22,314,1,24.99,1,3,1,131,11,Lost customers
26518,Marcus Lee,United States,California,Long Beach,Male,Single,70000,Professional,2008-04-13,110,1,32.27,4,3,1,431,3,Potential Loyalist
26519,Brianna Wood,United States,California,Torrance,Female,Married,80000,Management,2008-02-27,156,1,29.979999999999997,3,3,1,331,6,About To Sleep
26520,Chloe Ramirez,United States,Washington,Edmonds,Female,Single,60000,Professional,2006-11-25,240,2,2827.7182,2,5,4,254,10,At Risk
26521,Nathan Taylor,United States,Washington,Puyallup,Male,Married,60000,Professional,2006-11-08,234,2,2821.7196000000004,2,5,4,254,10,At Risk
26522,Logan Thompson,United States,Washington,Spokane,Male,Married,60000,Professional,2008-02-07,176,1,24.99,3,3,1,331,6,About To Sleep
26523,Casey Raji,United States,California,Berkeley,Female,Single,60000,Professional,2008-04-20,103,1,49.48,4,3,2,432,3,Potential Loyalist
26524,Anthony Robinson,United States,California,Imperial Beach,Male,Married,60000,Professional,2008-06-21,41,1,27.279999999999998,5,3,1,531,3,Potential Loyalist
26525,Jeremy Bell,United States,California,West Covina,Male,Single,70000,Professional,2008-03-19,135,1,49.48,3,3,2,332,8,Hibernating customers
26526,Blake Coleman,United States,California,Lakewood,Male,Married,70000,Professional,2008-04-26,97,1,37.93,4,3,1,431,3,Potential Loyalist
